entity_a,entity_b,relation,hole_prediction,features,logistic_regression_prediction,"logistic_regression_rel0_prob,rel1_prob,rel2_prob,rel3_prob",random_forest_prediction,"random_forest_rel0_prob,rel1_prob,rel2_prob,rel3_prob",gradient_boosting_prediction,"gradient_boosting_rel0_prob,rel1_prob,rel2_prob,rel3_prob",xgboost_prediction,"xgboost_rel0_prob,rel1_prob,rel2_prob,rel3_prob"
149,349,3,[[3]],"[0.21967361867427826, -0.07583341747522354, 0.005473331082612276, 0.02213931828737259, 0.021043837070465088, 0.13292481005191803, -0.1169605404138565, 0.08307917416095734, 0.03978923708200455, -0.14227603375911713, 0.12576355040073395, -0.024857986718416214, 0.06628309935331345, 0.10765612125396729, 0.08529189974069595, 0.1492961198091507, -0.043917786329984665, -0.11804982274770737, 0.029128391295671463, 0.160013347864151, -0.09962306171655655, -0.06276370584964752, 0.08780045807361603, -0.22560277581214905, -0.023240910843014717, -0.06676929444074631, -0.07247265428304672, -0.03278949484229088, -0.028777312487363815, 0.03268609941005707]",3,"[0.12580159231464766, 0.06433547857837073, 0.09764629465595849, 0.7122166344510231]",3,"[0.004, 0.024, 0.08, 0.892]",3,"[0.0005561971044966068, 0.002378263984087621, 0.0067710155419082405, 0.9902945233695077]",3,"[0.002871355041861534, 0.002597746904939413, 0.0210105087608099, 0.9735203981399536]"
311,300,0,[[0]],"[-0.1955442875623703, 0.003278621006757021, -0.049148984253406525, -0.04129214584827423, 0.06466802209615707, -0.19354483485221863, 0.09827899187803268, -0.007945243269205093, -0.07966925203800201, -0.06464173644781113, 0.0525921992957592, -0.06059475988149643, 0.0869455337524414, 0.04623126983642578, 0.014114849269390106, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8553107996016028, 0.051897854235533, 0.050902333219843575, 0.041889012943020436]",0,"[0.999, 0.0, 0.001, 0.0]",0,"[0.9981275964426632, 0.0007991765908100923, 0.0003838079833164977, 0.00068941898321054]",0,"[0.9953075051307678, 0.0019208467565476894, 0.0017528339521959424, 0.0010188035666942596]"
269,200,0,[[0]],"[-0.11093799769878387, 0.0672270879149437, 0.004896225407719612, -0.010767973959445953, -0.09722449630498886, 0.0725511908531189, -0.19133694469928741, -0.005330320447683334, 0.09055372327566147, 0.0905127003788948, 0.03855321928858757, -0.14938895404338837, 0.12127068638801575, -0.04628843069076538, -0.043990474194288254, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8472099800345035, 0.05527639129032136, 0.040138121324558004, 0.0573755073506171]",0,"[0.999, 0.0, 0.0, 0.001]",0,"[0.997811269741626, 0.00112775416804268, 0.0003717755978561556, 0.000689200492475119]",0,"[0.9947469830513, 0.0019695041701197624, 0.001386437681503594, 0.0018970943056046963]"
62,0,0,[[0]],"[-0.00011664455814752728, -0.13642998039722443, -0.0028150815051048994, 0.16274385154247284, -0.10677069425582886, 0.19212034344673157, -0.10788045078516006, 0.051868025213479996, -0.00495950598269701, 0.006068637128919363, -0.03324708342552185, -0.22014997899532318, 0.03766924515366554, 0.15599140524864197, -0.09644296765327454, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8142516454929165, 0.13255396859135457, 0.015160303083034255, 0.03803408283269465]",0,"[0.997, 0.003, 0.0, 0.0]",0,"[0.9929364537247469, 0.0061884001955013965, 0.0002833203475823335, 0.0005918257321690484]",0,"[0.9906288981437683, 0.006493519060313702, 0.001157893449999392, 0.0017197253182530403]"
212,200,0,[[0]],"[0.04513440281152725, 0.1340664029121399, -0.12125972658395767, 0.09118953347206116, 0.0717192143201828, -0.05994438752532005, -0.07346946001052856, -0.08726643770933151, 0.11586286127567291, 0.045621711760759354, 0.0706290453672409, -0.049676187336444855, -0.10473744571208954, 0.07845736294984818, 0.049125056713819504, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8609568040261166, 0.04568968331276667, 0.04707200404394864, 0.04628150861716829]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9974156630289001, 0.0015703367253118512, 0.0003250730037258483, 0.0006889272420624354]",0,"[0.9957748055458069, 0.00179880834184587, 0.0010604754788801074, 0.0013658757088705897]"
384,300,0,[[0]],"[0.04875311627984047, -0.09422675520181656, -0.11426790803670883, 0.06935075670480728, 0.11262556165456772, -0.024773553013801575, 0.0930304303765297, 0.2215331792831421, 0.07580868154764175, 0.07477422058582306, 0.019675415009260178, 0.17273089289665222, 0.15321820974349976, 0.03089095838367939, 0.06239532679319382, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8469658165731067, 0.04949800252629921, 0.04363981352126865, 0.05989636737932553]",0,"[0.999, 0.0, 0.001, 0.0]",0,"[0.9973747762695909, 0.0016082174462802574, 0.0003281072830526062, 0.000688899001075882]",0,"[0.9943426847457886, 0.002417278243228793, 0.0017093467758968472, 0.0015306974528357387]"
208,200,0,[[0]],"[-0.03333910554647446, -0.0037573978770524263, 0.1570618748664856, 0.016045626252889633, -0.016030840575695038, 0.12332718074321747, -0.0833740383386612, 0.0010282433358952403, -0.006452883128076792, -0.031146947294473648, 0.1395392119884491, 0.022249924018979073, 0.07389696687459946, -0.013628555461764336, 0.012187052518129349, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8445887001453267, 0.0595868318613177, 0.05252887068594827, 0.043295597307407264]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9979162881546063, 0.001069202650308637, 0.00032523616510318195, 0.0006892730299821003]",0,"[0.9962181448936462, 0.0015417877584695816, 0.0010468076216056943, 0.0011933224741369486]"
155,100,0,[[0]],"[0.05654112994670868, -0.0023325656075030565, -0.10436953604221344, -0.07885395735502243, -0.035564716905355453, 0.0962376818060875, -0.12150794267654419, -0.14341536164283752, -0.050556477159261703, 0.006485155317932367, 0.009323930367827415, -0.12512639164924622, 0.11354690790176392, 0.0977921336889267, 0.009810484945774078, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8427034202267113, 0.06864131427878355, 0.053711171968846234, 0.03494409352565888]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9980854952019481, 0.0008992344402428016, 0.0003258804544422686, 0.0006893899033667714]",0,"[0.9958961009979248, 0.0015690947184339166, 0.0012653665617108345, 0.0012694646138697863]"
48,0,0,[[0]],"[0.07068184018135071, 0.047450751066207886, -0.0917716696858406, 0.09522342681884766, 0.052228447049856186, 0.0784684270620346, -0.1453760266304016, -0.012523738667368889, -0.13617847859859467, -0.1954679936170578, -0.1251801997423172, -0.03819657117128372, -0.08876876533031464, 0.19403350353240967, -0.08873513340950012, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8174994716031153, 0.14514494615067802, 0.019851550394482945, 0.017504031851723816]",0,"[0.999, 0.0, 0.001, 0.0]",0,"[0.997359161204798, 0.0016268959907248175, 0.0003250545889181027, 0.0006888882155589488]",0,"[0.9921493530273438, 0.0055856560356915, 0.0009755948558449745, 0.001289350911974907]"
164,100,0,[[0]],"[-0.07058895379304886, -0.0625571683049202, 0.12406469881534576, -0.08748894929885864, -0.05384020879864693, 0.14476045966148376, -0.01039292011409998, 0.01451084017753601, 0.09870739281177521, -0.12518362700939178, -0.06368324160575867, 0.017474785447120667, 0.06358417868614197, 0.058042895048856735, -0.06135901063680649, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8468441479267979, 0.06245762593971285, 0.057877708017728395, 0.03282051811576089]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9978769646934162, 0.0011079770697255255, 0.00032581236807370414, 0.0006892458687847478]",0,"[0.9955976605415344, 0.0016492354916408658, 0.001459109946154058, 0.0012940011220052838]"
5,305,3,[[3]],"[-0.08079975098371506, -0.1152540072798729, 0.16906756162643433, 0.14834734797477722, -0.10488337278366089, 0.17064569890499115, -0.18480893969535828, 0.1080629751086235, -0.010708202607929707, 0.024891654029488564, 0.01209841575473547, -0.0756889283657074, -0.04847284033894539, 0.06949850171804428, -0.07079297304153442, -0.1237563043832779, -0.16335724294185638, -0.000856857979670167, -0.05517483875155449, 0.036195144057273865, -0.02689850889146328, 0.0688190758228302, -0.18510134518146515, -0.0815717801451683, 0.038661494851112366, -0.02372894436120987, 0.04509283974766731, -0.0013004832435399294, -0.15790840983390808, -0.08405511826276779]",3,"[0.04266870429836076, 0.207003940474562, 0.028322337162901154, 0.7220050180641763]",3,"[0.0, 0.023, 0.0, 0.977]",3,"[0.0008330580669656994, 0.005360134271276028, 0.001084559405954228, 0.9927222482558041]",3,"[0.0008774184389039874, 0.010024270974099636, 0.0006628782139159739, 0.9884353876113892]"
46,346,3,[[3]],"[-0.007866984233260155, -0.027616694569587708, -0.05333879217505455, 0.18101975321769714, -0.05532165244221687, 0.16199436783790588, -0.009342365898191929, 0.19031979143619537, 0.03236459940671921, -0.012426076456904411, 0.18818965554237366, 0.05871417000889778, -0.02114298939704895, 0.11068349331617355, -0.021103883162140846, -0.056903183460235596, 0.04178447276353836, -0.03486223518848419, 0.003000142751261592, 0.12704026699066162, -0.06362750381231308, 0.10077210515737534, 0.0811157375574112, -0.1409071534872055, -0.05476640909910202, -0.125252366065979, 0.20363590121269226, 0.03821781277656555, -0.0500919334590435, -0.1192774698138237]",3,"[0.03733511684154281, 0.08103403360316476, 0.048798212105938, 0.8328326374493544]",3,"[0.0, 0.016, 0.005, 0.979]",3,"[0.0003886787802829327, 0.002085151942539347, 0.0005060214212751009, 0.9970201478559021]",3,"[0.0009222319931723177, 0.0013135758927091956, 0.0005636453279294074, 0.997200608253479]"
105,100,0,[[0]],"[-0.05031190812587738, 0.07183317095041275, 0.08051103353500366, -0.029597576707601547, -0.031001634895801544, -0.03021903894841671, -0.024981394410133362, 0.045795612037181854, 0.17143122851848602, 0.02969422936439514, 0.0904928669333458, -0.027574781328439713, -0.04779992252588272, 0.072573222219944, -0.12076739221811295, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8589930706925614, 0.04176770053859002, 0.04443652975919767, 0.05480269900965078]",0,"[0.999, 0.0, 0.001, 0.0]",0,"[0.9977802425947524, 0.0012053865178272326, 0.0003251918257766361, 0.0006891790616439042]",0,"[0.995623767375946, 0.0016385826747864485, 0.001155773876234889, 0.0015819015679880977]"
92,0,0,[[0]],"[0.1012110784649849, 0.052560627460479736, 0.18227767944335938, 0.12220744043588638, 0.04088958725333214, 0.22522567212581635, -0.08552291244268417, 0.04336128011345863, 0.039075203239917755, -0.13165870308876038, -0.026460137218236923, -0.1331464797258377, 0.023197388276457787, 0.10180635005235672, -0.0031619437504559755, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8303619477998585, 0.11070326399768461, 0.02230089460969651, 0.036633893592760244]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9973726152294392, 0.00161342828835206, 0.00032505897379029263, 0.0006888975084189218]",0,"[0.9937543272972107, 0.0036353885661810637, 0.0010255908127874136, 0.0015847430331632495]"
21,321,3,[[3]],"[-0.0367707759141922, 0.11796381324529648, -0.016721436753869057, -0.010797382332384586, -0.06176278740167618, 0.017769116908311844, -0.0769050270318985, -0.06600359082221985, -0.026992565020918846, -0.10828275233507156, 0.0981142595410347, -0.1155206561088562, 0.07303889840841293, 0.12645405530929565, 0.07145999372005463, -0.09563799202442169, 0.007333944085985422, 0.055805280804634094, -0.07283592969179153, 0.18538713455200195, -0.03474077954888344, 0.017823046073317528, -0.24570134282112122, -0.1697489470243454, -0.09597983211278915, 0.01709914393723011, 0.17060869932174683, -0.06013033539056778, -0.16879001259803772, 0.05489209666848183]",3,"[0.0347976738083751, 0.10085247106964253, 0.05713118551516985, 0.8072186696068125]",3,"[0.0, 0.004, 0.0, 0.996]",3,"[0.00038415857433616115, 0.0016936086164386676, 0.0005001365591378458, 0.9974220962500878]",3,"[0.0009779026731848717, 0.0010521042859181762, 0.0007146428688429296, 0.9972553849220276]"
336,300,0,[[0]],"[-0.09881792962551117, -0.028363432735204697, -0.04842771962285042, -0.1205647885799408, 0.07574522495269775, -0.21655809879302979, -0.012222209945321083, -0.104165218770504, -0.01545810792595148, -0.13139136135578156, -0.09264183044433594, 0.17890241742134094, -0.03300361707806587, 0.006946529261767864, 0.02304529771208763, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8632282670143138, 0.041729287478068, 0.06737359760986512, 0.027668847897753042]",0,"[0.999, 0.0, 0.001, 0.0]",0,"[0.9979157003400482, 0.001069202020503421, 0.00032582501547734664, 0.0006892726239713694]",0,"[0.9960378408432007, 0.0016915403539314866, 0.0013634146889671683, 0.0009071868844330311]"
77,0,0,[[0]],"[0.12091569602489471, 0.07094798982143402, 0.014235437847673893, 0.1108681857585907, -0.05579366534948349, 0.07805021852254868, -0.14827564358711243, 0.03361460939049721, 0.0641702264547348, -0.1911352276802063, 0.06518181413412094, -0.06316489726305008, -0.017764687538146973, 0.19039995968341827, -0.09776263684034348, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8519131924754725, 0.08736364043040404, 0.02017999072975428, 0.04054317636436922]",0,"[0.999, 0.0, 0.001, 0.0]",0,"[0.9968833411531308, 0.0021031997741671276, 0.00032489951189338615, 0.0006885595608084139]",0,"[0.9940339922904968, 0.003243059851229191, 0.0009700320078991354, 0.0017528748139739037]"
259,200,0,[[0]],"[-0.1426520049571991, -0.014757709577679634, 0.08699284493923187, -0.10774477571249008, 0.0380912646651268, -0.13058488070964813, 0.06687653809785843, 0.007842665538191795, -0.000743201351724565, 0.009494560770690441, -0.12203740328550339, 0.13328953087329865, 0.14285558462142944, 0.10170069336891174, -0.0998910591006279, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.849393891974048, 0.054376770450423724, 0.07694012952647053, 0.01928920804905761]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9976134069682185, 0.0013790348535019908, 0.0003184943520511403, 0.0006890638262286952]",0,"[0.9951252341270447, 0.002033908385783434, 0.0018029401544481516, 0.0010379939340054989]"
71,0,0,[[0]],"[-0.12366969138383865, -0.0003479317529127002, 0.0596487931907177, 0.021036772057414055, 0.06703419983386993, 0.023812539875507355, -0.07141702622175217, 0.057968173176050186, -0.07665500789880753, 0.009967614896595478, -0.08633042126893997, -0.10966185480356216, -0.044073887169361115, 0.15410272777080536, -0.09193308651447296, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8527626989197756, 0.10150260560418012, 0.02298009556314343, 0.022754599912900828]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9979697487653727, 0.0010156876900125388, 0.0003252535887330353, 0.0006893099558822029]",0,"[0.9950933456420898, 0.002773221815004945, 0.0009341133991256356, 0.0011992857325822115]"
