entity_a,entity_b,relation,hole_prediction,features,logistic_regression_prediction,"logistic_regression_rel0_prob,rel1_prob,rel2_prob,rel3_prob",random_forest_prediction,"random_forest_rel0_prob,rel1_prob,rel2_prob,rel3_prob",gradient_boosting_prediction,"gradient_boosting_rel0_prob,rel1_prob,rel2_prob,rel3_prob",xgboost_prediction,"xgboost_rel0_prob,rel1_prob,rel2_prob,rel3_prob"
279,200,0,[[0]],"[0.07237627357244492, 0.0801459550857544, 0.22628554701805115, 0.12410803139209747, -0.09671296924352646, 0.15102355182170868, -0.0021757250651717186, -0.09040774405002594, 0.17813916504383087, 0.17539215087890625, -0.07628350704908371, -0.06139516830444336, -0.05499414727091789, 0.11480200290679932, -0.013732795603573322, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8228265016448014, 0.07106012341832942, 0.03452367450193063, 0.07158970043493866]",0,"[0.997, 0.001, 0.002, 0.0]",0,"[0.9973093847869677, 0.0016767230126331874, 0.0003250383660230169, 0.0006888538343761314]",0,"[0.9936409592628479, 0.002923743100836873, 0.001334695378318429, 0.002100592013448477]"
225,200,0,[[0]],"[0.01760229468345642, 0.256924033164978, -0.016418414190411568, -0.0065982285887002945, 0.04725918173789978, -0.0684022307395935, -0.003663489827886224, -0.04652804881334305, 0.1603776514530182, 0.17669694125652313, 0.23754359781742096, -0.11674036085605621, 0.06293033063411713, 0.05660519376397133, -0.19838878512382507, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8555527492643951, 0.035174788955845936, 0.04087194514120613, 0.06840051663855279]",0,"[0.995, 0.0, 0.004, 0.001]",0,"[0.997585926043257, 0.0014331857147509867, 0.0003251284950436128, 0.0006557597469483741]",0,"[0.99460369348526, 0.002034937497228384, 0.0013969377614557743, 0.0019644428975880146]"
1,0,0,[[0]],"[0.05753502994775772, -0.04000032693147659, 0.050152577459812164, -0.06084683910012245, -0.17443442344665527, 0.06915516406297684, -0.03928568586707115, 0.24615591764450073, -0.09932352602481842, -0.0009043005993589759, -0.15195314586162567, 0.11765235662460327, 0.07725182175636292, 0.0074531761929392815, -0.02119777351617813, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8599965008270218, 0.06491259809634876, 0.04992675522813885, 0.025164145848490454]",0,"[0.993, 0.004, 0.003, 0.0]",0,"[0.9980586365360118, 0.0009267095536161367, 0.0003252825586155705, 0.0006893713517565101]",0,"[0.9921637773513794, 0.004105638712644577, 0.001613399013876915, 0.0021171621046960354]"
168,368,3,[[2]],"[-0.0780855193734169, -0.06140461564064026, 0.07187989354133606, -0.14052174985408783, -0.05018140375614166, 0.12135913968086243, -0.04764873906970024, 0.12487918138504028, 0.008993765339255333, -0.09036063402891159, -0.03285680711269379, 0.14465126395225525, 0.07366817444562912, -0.06297502666711807, -0.07953276485204697, -0.014876391738653183, 0.027973022311925888, -0.05578691512346268, 0.006667267065495253, 0.09513561427593231, 0.05565004423260689, -0.030393363907933235, 0.027011333033442497, -0.13337188959121704, 0.03931571915745735, -0.21238723397254944, 0.02376973256468773, -0.15590590238571167, -0.14542783796787262, -0.2239668220281601]",3,"[0.033473926278296165, 0.04181359968355597, 0.24462021259886935, 0.6800922614392785]",3,"[0.0, 0.016, 0.126, 0.858]",3,"[0.0003949746869082108, 0.0016629514780658176, 0.03745503417946242, 0.9604870396555631]",3,"[0.0017534312792122364, 0.0021088847424834967, 0.014570655301213264, 0.9815670251846313]"
58,158,1,[[3]],"[-0.04208598658442497, 0.10552692413330078, 0.04450836405158043, 0.0020900520030409098, -0.14485812187194824, 0.205811008810997, 0.051495376974344254, -0.005418095272034407, 0.013104668818414211, -0.11014442890882492, 0.07399320602416992, 0.03443005681037903, -0.017742641270160675, 0.09719724208116531, -0.07663419097661972, -0.07560352981090546, -0.11906613409519196, -0.07805105298757553, -0.20785759389400482, 0.11042122542858124, -0.04754292592406273, 0.13623982667922974, 0.0429660864174366, -0.02965121902525425, 0.0782848596572876, -0.09496603906154633, 0.06083248183131218, 0.01246466301381588, -0.01948247291147709, 0.1747908592224121]",3,"[0.04816743314259429, 0.2065434118940201, 0.052789690699869975, 0.6924994642635157]",3,"[0.0, 0.432, 0.041, 0.527]",3,"[0.0035027667702227884, 0.2410478703456548, 0.005647723862963503, 0.7498016390211587]",3,"[0.00495797349140048, 0.1693299412727356, 0.008473692461848259, 0.8172383904457092]"
108,208,2,[[0]],"[-0.04265034198760986, -0.09760001301765442, -0.22299765050411224, -0.10383085161447525, 0.0814797654747963, 0.021119089797139168, 0.06310269981622696, 0.04373805224895477, 0.14523188769817352, 0.08182977885007858, -0.05686768516898155, 0.2066817581653595, -0.04787793755531311, 0.030653277412056923, -0.011683594435453415, -0.03333910554647446, -0.0037573978770524263, 0.1570618748664856, 0.016045626252889633, -0.016030840575695038, 0.12332718074321747, -0.0833740383386612, 0.0010282433358952403, -0.006452883128076792, -0.031146947294473648, 0.1395392119884491, 0.022249924018979073, 0.07389696687459946, -0.013628555461764336, 0.012187052518129349]",2,"[0.2155364224502295, 0.12055441205144934, 0.529316869802079, 0.13459229569624212]",2,"[0.0, 0.168, 0.678, 0.154]",2,"[0.0018277379810597977, 0.028227398959200428, 0.9524548022920981, 0.01749006076764141]",2,"[0.0016180702950805426, 0.008156060241162777, 0.975621223449707, 0.014604662545025349]"
9,0,0,[[0]],"[-0.05582423880696297, 0.08755889534950256, -0.08097781240940094, 0.11585447192192078, 0.007534014526754618, 0.08452663570642471, -0.06438102573156357, -0.127944678068161, -0.165007084608078, 0.0465112142264843, 0.15571844577789307, 0.05009809881448746, 0.08297132700681686, 0.06356799602508545, -0.05312735587358475, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8713662090418964, 0.06839073444979801, 0.03269411179816692, 0.02754894471013877]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9973321489090051, 0.0016872123783925577, 0.00032504578519819345, 0.0006555929274043185]",0,"[0.9935542345046997, 0.0038955274503678083, 0.0009485819027759135, 0.001601710100658238]"
333,300,0,[[0]],"[-0.09667365998029709, -0.09456746280193329, -0.08134249597787857, -0.19920162856578827, 0.12912583351135254, -0.015438936650753021, 0.02850842848420143, -0.024645695462822914, -0.02039341814815998, -0.13512614369392395, -0.135761559009552, 0.08096068352460861, -0.22391071915626526, -0.009299982339143753, 0.038745004683732986, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8660003750424805, 0.04802053859198068, 0.06008767101695843, 0.025891415348580322]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9976608204949564, 0.0013315734405923763, 0.0003185094891176343, 0.0006890965753336292]",0,"[0.9949877262115479, 0.002286492846906185, 0.0018346502911299467, 0.0008912000921554863]"
191,391,3,[[2]],"[-0.011334819719195366, -0.09878106415271759, 0.07554769515991211, -0.19778071343898773, 0.0850447490811348, -0.15654942393302917, 0.11387237161397934, -0.13769757747650146, 0.1693447381258011, -0.13522817194461823, -0.19638605415821075, 0.02028024010360241, 0.06833773106336594, -0.028284573927521706, 0.1320708990097046, -0.21884329617023468, -0.0464516319334507, 0.20619823038578033, -0.1941681206226349, 0.08930857479572296, 0.07699800282716751, 0.06949380785226822, 0.05518174543976784, 0.00993925891816616, -0.10017397254705429, 0.1796477884054184, -0.0047066002152860165, -0.07088135927915573, -0.01738583669066429, -0.06652068346738815]",2,"[0.042430286136780966, 0.15682730300763356, 0.5344453380563837, 0.26629707279920173]",2,"[0.001, 0.255, 0.391, 0.353]",3,"[0.005402792892554336, 0.14345258703394975, 0.06272976723066666, 0.7884148528428292]",3,"[0.017369022592902184, 0.11872801929712296, 0.1515326052904129, 0.7123703360557556]"
142,242,2,[[2]],"[0.0808272436261177, 0.14009690284729004, -0.029771607369184494, -0.021824361756443977, 0.06026361137628555, -0.15213517844676971, 0.01308154035359621, -0.19893671572208405, 0.06743637472391129, -0.11143588274717331, 0.10677681118249893, 0.05361669510602951, 0.08574977517127991, -0.03013141267001629, 0.1410609483718872, -0.15039928257465363, -0.008338192477822304, -0.052384983748197556, -0.06359313428401947, 0.16163383424282074, 0.12685605883598328, -0.12864254415035248, 0.1555071324110031, 0.034336626529693604, -0.10367031395435333, 0.16075178980827332, -0.15534572303295135, -0.0038117507938295603, 0.14497342705726624, 0.16085265576839447]",2,"[0.04750118314580685, 0.13479074045609524, 0.6634289692464399, 0.1542791071516581]",2,"[0.014, 0.271, 0.542, 0.173]",2,"[0.007944494616414676, 0.2561908912385814, 0.6238146075182964, 0.11205000662670754]",2,"[0.01592284068465233, 0.03854674845933914, 0.8368476033210754, 0.10868281871080399]"
169,100,0,[[0]],"[-0.08894173055887222, -0.13134074211120605, 0.04541522264480591, -0.13977274298667908, -0.08674539625644684, -0.09134717285633087, 0.015386071987450123, -0.017818262800574303, 0.09845828264951706, -0.19782358407974243, 0.05600621923804283, -0.13534404337406158, -0.003606476355344057, -0.11387288570404053, 0.11907970160245895, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8215509504177003, 0.026990488888701796, 0.12282318937104943, 0.02863537132254838]",0,"[0.998, 0.001, 0.001, 0.0]",0,"[0.9979916575650553, 0.0009344827525941614, 0.00038453459379144057, 0.0006893250885590813]",0,"[0.9930589199066162, 0.0017313621938228607, 0.003533798037096858, 0.001675917999818921]"
163,100,0,[[0]],"[0.03246883302927017, 0.0137737225741148, 0.007298324257135391, -0.004811745136976242, -0.0959065705537796, 0.006183329503983259, -0.0070310370065271854, -0.15892617404460907, 0.2243846356868744, -0.04208138957619667, 0.15325233340263367, -0.10389944165945053, 0.04056704416871071, -0.10878665000200272, 0.01823246292769909, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8359568466165082, 0.026034050746082078, 0.08472592726848152, 0.0532831753689284]",0,"[0.989, 0.0, 0.01, 0.001]",0,"[0.9976517964135517, 0.0009341645190879498, 0.00038370869924802425, 0.0010303303681124638]",0,"[0.994573175907135, 0.001519867917522788, 0.001972712343558669, 0.0019342643208801746]"
172,372,3,[[2]],"[0.09243016690015793, 0.09767593443393707, 0.02954031713306904, -0.15307198464870453, 0.04908592253923416, 0.11634482443332672, 0.1567407101392746, -0.09564404934644699, 0.08776343613862991, -0.25620660185813904, -0.22285103797912598, -0.03492889180779457, 0.05456562712788582, -0.11545399576425552, 0.07795456796884537, 0.08463168144226074, -0.05090276896953583, 0.16958646476268768, -0.16500253975391388, 0.1471806913614273, 0.041463322937488556, -0.10667327046394348, 0.06986774504184723, 0.10830576717853546, -0.10134229063987732, 0.002764185192063451, 0.1925591081380844, -0.04784775525331497, 0.1993839591741562, -0.20740635693073273]",2,"[0.005569248891685587, 0.1616669273813608, 0.5601989661411407, 0.2725648575858127]",2,"[0.0, 0.249, 0.491, 0.26]",2,"[0.008318288480071018, 0.20849682670568584, 0.6946930037593775, 0.08849188105486558]",2,"[0.005508598405867815, 0.03135767579078674, 0.8823143243789673, 0.08081935346126556]"
19,319,3,[[1]],"[-0.1170649304986, -0.019892385229468346, 0.0481431819498539, 0.06345240771770477, 0.21069732308387756, -0.05458792299032211, 0.040592677891254425, -0.07269812375307083, -0.11909980326890945, -0.1198287084698677, -0.18796004354953766, -0.187888965010643, -0.05946986749768257, 0.16923925280570984, -0.17907437682151794, -0.12439938634634018, -0.014413656666874886, -0.20614229142665863, -0.05463981628417969, 0.14196711778640747, 0.044403430074453354, -0.005829974077641964, -0.14148147404193878, -0.23812910914421082, -0.002621623920276761, -0.22212442755699158, 0.20086921751499176, 0.05903087183833122, -0.2072165459394455, -0.054691437631845474]",3,"[0.02918924584274524, 0.18926907924316058, 0.028680563296163007, 0.7528611116179311]",3,"[0.0, 0.301, 0.035, 0.664]",3,"[0.0008149286049625133, 0.02797237516084506, 0.004091387948231786, 0.9671213082859607]",3,"[0.0034410275984555483, 0.027961192652583122, 0.004540788009762764, 0.9640570282936096]"
65,365,3,[[1]],"[0.0032009256538003683, -0.09154975414276123, -0.061725907027721405, 0.10097627341747284, -0.027025699615478516, 0.09139005094766617, 0.014237030409276485, -0.07274837046861649, -0.10345730185508728, -0.11784148961305618, -0.08053674548864365, 0.10670537501573563, 0.07110253721475601, 0.08832275122404099, -0.056396931409835815, 0.05955345183610916, 0.04163709655404091, -0.1898067444562912, -0.05884816497564316, 0.04635222628712654, 0.050487764179706573, -0.04297785833477974, 0.14082062244415283, 0.06407855451107025, -0.10573597997426987, 0.047020073980093, 0.017247701063752174, -0.07942326366901398, -0.09804662317037582, 0.015203559771180153]",1,"[0.0456400973262005, 0.3823974148518667, 0.28248510425510687, 0.2894773835668259]",3,"[0.0, 0.23, 0.195, 0.575]",3,"[0.006001851036823712, 0.2893616278747215, 0.04441541706470961, 0.6602211040237451]",3,"[0.00587873999029398, 0.4346352517604828, 0.06118481233716011, 0.4983012080192566]"
328,300,0,[[0]],"[-0.06028134003281593, -0.21413947641849518, 0.05582933872938156, -0.08969397842884064, 0.19706346094608307, 0.0549091100692749, 0.20746712386608124, -0.01857289858162403, -0.22926099598407745, 0.032113950699567795, -0.11900478601455688, -0.052041761577129364, -0.11204757541418076, 0.08255046606063843, -0.011888011358678341, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.822509851601897, 0.11159873443321544, 0.043520163219277735, 0.0223712507456098]",0,"[0.989, 0.009, 0.002, 0.0]",0,"[0.9897384417034077, 0.008582493644737193, 0.00100826507283989, 0.0006707995790155463]",0,"[0.9914972186088562, 0.0048377737402915955, 0.002609123708680272, 0.001055810134857893]"
81,181,1,[[3]],"[0.13712754845619202, 0.0705251395702362, 0.124888576567173, 0.014209751971065998, -0.09580603986978531, -0.07793032377958298, -0.14593635499477386, 0.1953142285346985, 0.007038782816380262, 0.15454478561878204, -0.08079300075769424, -0.178543820977211, -0.16298247873783112, -0.035351675003767014, 0.06561214476823807, -0.1945774257183075, -0.1278809905052185, -0.08218567818403244, -0.012545729987323284, 0.18052256107330322, 0.11838537454605103, -0.11808209866285324, -0.15144571661949158, 0.05884537100791931, 0.06823629885911942, -0.03970412164926529, 0.13464264571666718, 0.12390118837356567, 0.0948464423418045, -0.1725236475467682]",3,"[0.004610239518729665, 0.13629931452793084, 0.2896892784338848, 0.5694011675194547]",3,"[0.0, 0.174, 0.401, 0.425]",3,"[0.0004912461322729317, 0.0025123083411252383, 0.2319486210150298, 0.7650478245115723]",3,"[0.0026189996860921383, 0.009297885000705719, 0.3487919270992279, 0.6392912268638611]"
231,331,3,[[0]],"[-0.02117532305419445, 0.27956101298332214, -0.14386597275733948, 0.1585201919078827, 0.0011182113084942102, -0.02967912331223488, -0.058352772146463394, -0.17072807252407074, 0.08629504591226578, -0.052652329206466675, -0.0804792195558548, 0.07660350948572159, -0.14361616969108582, -0.021818792447447777, 0.046734657138586044, -0.07085685431957245, -0.1424480378627777, -0.03431662544608116, -0.002712904941290617, -0.07331914454698563, -0.11427804827690125, -0.00010738224227679893, 0.01903737336397171, 0.00742419483140111, -0.11627387255430222, 0.013513285666704178, -0.11074278503656387, 0.13062849640846252, -0.06618457287549973, 0.05647500604391098]",3,"[0.2936034363994739, 0.1844935024952522, 0.14551202125902551, 0.3763910398462485]",1,"[0.028, 0.43, 0.268, 0.274]",1,"[0.030443091867666985, 0.7536002889511744, 0.043886148148921354, 0.17207047103223722]",1,"[0.07240145653486252, 0.4638182818889618, 0.2009841650724411, 0.2627961337566376]"
240,200,0,[[0]],"[0.14426039159297943, 0.101864755153656, 0.04775967448949814, -0.01596768945455551, 0.05904955789446831, -0.13751408457756042, -0.046504367142915726, 0.04187900573015213, 0.15102490782737732, 0.16690142452716827, -0.008326133713126183, -0.15893135964870453, 0.06309860199689865, 0.043391045182943344, -0.32400965690612793, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8460611192387957, 0.07569037585718763, 0.03339470548762796, 0.04485379941638869]",0,"[0.998, 0.0, 0.001, 0.001]",0,"[0.9966115576879626, 0.0023752595418946158, 0.0003248109335096086, 0.0006883718366327893]",0,"[0.9946247935295105, 0.0024108905345201492, 0.0012174490839242935, 0.001746820635162294]"
